ITS2 type profile UID		169624	169623	168670	168661	168662	169729	170126
Clade		C	C	C	C	C	C	D
Majority ITS2 sequence		C50b	C50p	C50p	C50b/C50p	C50p	C21	D1
Associated species		None	None	None	None	None	None	None
ITS2 profile abundance local		52	11	5	2	2	1	240
ITS2 profile abundance DB		52	16	88	55	3	34	240
ITS2 type profile		C50b-C3-C3vz-C3wa	C50p/C50b-C3-C50v	C50b/C50p-C3-C50f-C3bm-C3dt	C50b/C50p-C3-C3bm-C50f	C50p/C50b-C3-C50f	C21	D1-D1u-D4-D1jw
139359	H27	0	0	0	0	0	0	0.9843401972816945
139379	H45	0	0	0	0	0	0	0.9837559334971256
139252	F17	0	0	0	0	0	0	0.9824972104929223
139374	H40	0	0	0	0	0	0	0.9820671822252016
139370	H37	0	0	0	0	0	0	0.9815916370419907
139257	F21	0	0	0	0	0	0	0.9815182905852222
139300	G17	0	0	0	0	0	0	0.9812501459359749
139246	F11	0	0	0	0	0	0	0.9811119638441204
139368	H35	0	0	0	0	0	0	0.9808620749539786
139376	H42	0	0	0	0	0	0	0.9805700167651991
139303	G2	0	0	0	0	0	0	0.9805043677867755
139335	G5	0	0	0	0	0	0	0.9802655184786508
139302	G19	0	0	0	0	0	0	0.980212956687146
139292	G1	0	0	0	0	0	0	0.9801820220273033
139337	G7	0	0	0	0	0	0	0.9801317401960784
139309	G25	0	0	0	0	0	0	0.9795667856400959
139328	G42	0	0	0	0	0	0	0.9794574114948122
139265	F29	0	0	0	0	0	0	0.9794442751475191
139373	H4	0.0031466886248676627	0	0	0	0	0	0.979428890718739
139259	F23	0	0	0	0	0	0	0.9791489495732149
139327	G41	0	0	0	0	0	0	0.9791435185185186
139245	F10	0	0	0	0	0	0	0.9786923655010831
139228	E39	0	0	0	0	0	0	0.9785306504445485
139283	F45	0	0	0	0	0	0	0.9782905690987491
139323	G38	0	0	0	0	0	0	0.9781976744186047
139308	G24	0	0	0	0	0	0	0.9777118903997546
139357	H25	0.005119230643420234	0	0	0	0	0	0.9773805240260377
139264	F28	0	0	0	0	0	0	0.977364693980779
139305	G21	0	0	0	0	0	0	0.9773486980999296
139330	G44	0	0	0	0	0	0	0.9770530058895432
139332	G46	0	0	0	0	0	0	0.9770060088071324
139310	G26	0	0	0	0	0	0	0.9769655706626985
139377	H43	0.006132603786056589	0	0	0	0	0	0.9768650276334392
139293	G10	0	0	0	0	0	0	0.9767337018307263
139238	E48	0	0	0	0	0	0	0.9767098666162142
139208	E20	0	0	0	0	0	0	0.9766279935624895
139313	G29	0	0	0	0	0	0	0.9763287033186393
139271	F34	0	0	0	0	0	0	0.9762317333795414
139253	F18	0	0	0	0	0	0	0.9762124585890404
139351	H2	0.008074935400516795	0	0	0	0	0	0.9757071943424451
139325	G4	0	0	0	0	0	0	0.975672820723036
139369	H36	0.006751253804277937	0	0	0	0	0	0.9755454584422822
139326	G40	0	0	0	0	0	0	0.9752727017642314
139290	F8	0	0	0	0	0	0	0.9752472629184957
139331	G45	0.004675729500389644	0	0	0	0	0	0.9751839986145987
139289	F7	0	0	0	0	0	0	0.9750346740638003
139363	H30	0.006820688454170778	0	0	0	0	0	0.9750101584721657
139280	F42	0	0	0	0	0	0	0.974908077994429
139333	G47	0	0	0	0	0	0	0.9748533109807209
139391	I12	0	0	0	0	0	0	0.9748148551513831
139386	H8	0.00638177176893259	0	0	0	0	0	0.9747250323027954
139406	I26	0	0	0	0	0	0	0.9745139683058324
139349	H18	0.007332525426068815	0	0	0	0	0	0.9744435410882204
139329	G43	0	0	0	0	0	0	0.9742050414180101
139286	F48	0	0	0	0	0	0	0.9741688838374707
139324	G39	0	0	0	0	0	0	0.97368846963076
139213	E25	0	0	0	0	0	0	0.9734061623468376
139273	F36	0	0	0	0	0	0	0.9733825484891558
139256	F20	0	0	0	0	0	0	0.9732231755110687
139269	F32	0	0	0	0	0	0	0.9731447442208236
139294	G11	0	0	0	0	0	0	0.9731267567011723
139415	I34	0	0	0	0	0	0	0.9730172927847347
139352	H20	0.007053800699192525	0	0	0	0	0	0.9729604306530952
139251	F16	0	0	0	0	0	0	0.972876516773733
139242	E8	0	0	0	0	0	0	0.9727406679764243
139320	G35	0	0	0	0	0	0	0.9727141999017056
139275	F38	0	0	0	0	0	0	0.9726310249195328
139307	G23	0.005139858248119894	0	0	0	0	0	0.9722808346408411
139321	G36	0	0	0	0	0	0	0.9722789539227895
139311	G27	0	0	0	0	0	0	0.9721455004964347
139296	G13	0	0	0	0	0	0	0.9720753693913515
139217	E29	0	0	0	0	0	0	0.9717577604265855
139319	G34	0	0	0	0	0	0	0.9717283328534407
139338	G8	0.008840709361679735	0	0	0	0	0	0.9717149923696259
139282	F44	0	0	0	0	0	0	0.9716990684487646
139336	G6	0.004780221311703877	0	0	0	0	0	0.9716252752459793
139223	E34	0	0	0	0	0	0	0.9715929075372933
139312	G28	0	0	0	0	0	0	0.971565404575567
139233	E43	0	0	0	0	0	0	0.9712633876799236
139339	G9	0	0	0	0	0	0	0.9711780953524678
139397	I18	0	0	0	0	0	0	0.971177733291527
139364	H31	0.00953796605970519	0	0	0	0	0	0.9711073950204384
139268	F31	0	0	0	0	0	0	0.9710865393402175
139299	G16	0	0	0	0	0	0	0.9710120323408952
139315	G30	0	0	0	0	0	0	0.9709438089326358
139226	E37	0	0	0	0	0	0	0.9709207659672056
139301	G18	0.0025771585655379233	0	0	0	0	0	0.9705422966387605
139230	E40	0	0	0	0	0	0	0.9704743465634075
139346	H15	0.012216211422490245	0	0	0	0	0	0.9704017382050373
139389	I10	0	0	0	0	0	0	0.9703952165670118
139434	I8	0	0	0	0	0	0	0.970316596087921
139262	F26	0	0.0031444764540849955	0	0	0	0	0.969929767082792
139417	I36	0	0	0	0	0	0	0.9699046637464571
139291	F9	0	0	0	0	0	0	0.9698381468557428
139334	G48	0	0	0	0	0	0	0.9698069156991419
139236	E46	0	0	0	0	0	0	0.969750406945198
139222	E33	0	0	0	0	0	0	0.9696460802008947
139227	E38	0	0	0	0	0	0	0.9695368626630397
139278	F40	0	0	0	0.007162661737523105	0	0	0.9694752515917027
139247	F12	0	0	0	0	0	0	0.9694735377705349
139306	G22	0	0	0	0	0	0	0.9693413680093033
139205	E18	0	0	0	0	0	0	0.9693173487429385
139218	E3	0	0	0	0	0	0	0.969203411065756
139204	E17	0	0	0	0	0	0	0.9691829851253306
139284	F46	0	0	0	0	0	0	0.9689810536044363
139405	I25	0	0	0	0	0	0	0.9689718493837911
139235	E45	0	0	0	0	0	0	0.9687724453150506
139317	G32	0.005877001718337112	0	0	0	0	0	0.9686078581433295
139244	F1	0	0	0	0	0	0	0.9685684672306988
139426	I44	0	0	0	0	0	0	0.9685563816604709
139345	H14	0.013483552037313802	0	0	0	0	0	0.9685164808093416
139209	E21	0	0	0	0	0	0	0.9685016771601285
139425	I43	0	0	0	0	0	0	0.9684745362164717
139402	I22	0	0	0	0	0	0	0.9684313035950983
139418	I37	0	0	0	0	0	0	0.968194618643065
139394	I15	0	0	0	0	0	0	0.9681019501834331
139365	H32	0.013774275609604765	0	0	0	0	0	0.9680306508655457
139297	G14	0	0	0	0	0	0	0.9680061976659854
139220	E31	0	0	0	0	0	0	0.9679114509680686
139206	E19	0	0	0	0	0	0	0.967844635466412
139295	G12	0	0	0	0	0	0	0.9678403816069552
139408	I28	0	0	0	0	0	0	0.967773052133117
139304	G20	0	0	0	0	0	0	0.9677287811462962
139388	I1	0	0	0	0	0	0	0.9676394770760449
139398	I19	0	0	0	0	0	0	0.9673137800831458
139375	H41	0.01466731227050801	0	0	0	0	0	0.9672961304119759
139219	E30	0	0	0	0	0	0	0.9672619585041261
139214	E26	0	0	0	0	0	0	0.9671534323045184
139207	E2	0	0	0	0	0	0	0.9671471959618428
139212	E24	0	0	0	0	0	0	0.967026997664186
139421	I4	0	0	0	0	0	0	0.9669891207624078
139279	F41	0	0	0	0	0	0	0.9669822374279422
139409	I29	0	0	0	0	0	0	0.9668920494287713
139340	H1	0.014990695430422496	0	0	0	0	0	0.9668653938934454
139285	F47	0	0	0	0	0	0	0.9667029248247523
139411	I30	0	0	0	0	0	0	0.9665593780044309
139381	H47	0.015204233794333498	0	0	0	0	0	0.9664337300078945
139431	I5	0	0	0	0	0	0	0.9663524880916186
139231	E41	0	0	0	0	0	0	0.9661930426261637
139200	E13	0	0	0	0	0	0	0.9660953427943234
139407	I27	0	0	0	0	0	0	0.9660582846858488
